round_number,rank,score,player_name,policy_name,policy_version,policy_version_id,completed_episode_count,seed_order
1301,5,0.2,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,10,12
1301,6,0.14285714285714285,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1301,7,0.125,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,8,14
1301,8,0.1111111111111111,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,9,13
1301,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1301,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1301,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1301,12,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1301,13,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1301,14,0.0,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1301,15,0.0,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1301,16,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1301,17,0.0,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,11,11
1301,18,0.0,0d1novizzz,xX_UwU_Senpai_420_Xx,6,f28b3727-e409-4d9c-b434-cf75e168bf95,7,15
1301,19,0.0,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,5,17
1301,20,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,3,19
1301,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,2,20
1301,22,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,21
1302,1,0.36363636363636365,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,11,11
1302,2,0.2222222222222222,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1302,3,0.2,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1302,4,0.16666666666666666,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1302,5,0.14285714285714285,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1302,6,0.1,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1302,7,0.1,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,10,12
1302,8,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1302,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1302,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1302,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1302,12,0.0,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1302,13,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1302,14,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,9,13
1302,15,0.0,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,8,14
1302,16,0.0,0d1novizzz,xX_UwU_Senpai_420_Xx,6,f28b3727-e409-4d9c-b434-cf75e168bf95,7,15
1302,17,0.0,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,6,16
1302,18,0.0,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,5,17
1302,19,0.0,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,4,18
1302,20,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,3,19
1302,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,2,20
1302,22,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,21
1304,1,1.0,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,1,22
1304,2,0.5714285714285714,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1304,3,0.25,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1304,4,0.2222222222222222,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1304,5,0.16666666666666666,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1304,6,0.09090909090909091,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1304,7,0.08333333333333333,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1304,8,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1304,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1304,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1304,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1304,12,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1304,13,0.0,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1304,14,0.0,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1304,15,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1304,16,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1304,17,0.0,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1304,18,0.0,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1304,19,0.0,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1304,20,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1304,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1304,22,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,3,20
1304,23,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1305,1,0.375,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1305,2,0.3333333333333333,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1305,3,0.3333333333333333,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1305,4,0.2857142857142857,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1305,5,0.2,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1305,6,0.16666666666666666,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1305,7,0.1111111111111111,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1305,8,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1305,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1305,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1305,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1305,12,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1305,13,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1305,14,0.0,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1305,15,0.0,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1305,16,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1305,17,0.0,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1305,18,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1305,19,0.0,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1305,20,0.0,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1305,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1305,22,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1305,23,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
1306,1,0.36363636363636365,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1306,2,0.3333333333333333,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1306,3,0.2857142857142857,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1306,4,0.14285714285714285,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1306,5,0.125,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1306,6,0.125,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1306,7,0.1111111111111111,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1306,8,0.1111111111111111,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1306,9,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1306,10,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1306,11,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1306,12,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1306,13,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1306,14,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1306,15,0.0,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1306,16,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1306,17,0.0,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1306,18,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1306,19,0.0,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1306,20,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1306,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1306,22,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1306,23,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
1307,1,1.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
1307,2,0.3333333333333333,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1307,3,0.3,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1307,4,0.25,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1307,5,0.16666666666666666,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1307,6,0.14285714285714285,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1307,7,0.1111111111111111,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1307,8,0.1111111111111111,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1307,9,0.09090909090909091,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1307,10,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1307,11,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1307,12,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1307,13,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1307,14,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1307,15,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1307,16,0.0,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1307,17,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1307,18,0.0,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1307,19,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1307,20,0.0,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1307,21,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1307,22,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1307,23,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1309,1,1.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1309,2,0.5,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1309,3,0.2,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1309,4,0.2,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1309,5,0.14285714285714285,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1309,6,0.14285714285714285,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1309,7,0.1,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1309,8,0.09090909090909091,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1309,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1309,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1309,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1309,12,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1309,13,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1309,14,0.0,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1309,15,0.0,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1309,16,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1309,17,0.0,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1309,18,0.0,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1309,19,0.0,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1309,20,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1309,21,0.0,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1309,22,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1309,23,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
1310,1,0.3333333333333333,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1310,2,0.3333333333333333,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1310,3,0.2,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1310,4,0.2,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1310,5,0.14285714285714285,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1310,6,0.14285714285714285,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1310,7,0.125,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1310,8,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1310,9,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1310,10,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1310,11,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1310,12,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1310,13,0.0,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1310,14,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1310,15,0.0,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1310,16,0.0,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1310,17,0.0,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1310,18,0.0,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1310,19,0.0,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1310,20,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1310,21,0.0,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1310,22,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1310,23,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
1311,1,0.3333333333333333,0d1novizzz,xX_UwU_Senpai_420_Xx,10,6274f77a-aee1-4a95-9020-43899cafdb35,3,20
1311,2,0.2727272727272727,CYAN HELLSTAR,sian-cyan7-gravity,1,33e14014-87b4-48f4-8aeb-c165f3a6c8f8,11,12
1311,3,0.2,antheducation,tasksmith-economy,1,ca13c341-98c5-44c8-8c59-1da7412d263b,5,18
1311,4,0.16666666666666666,SIAN VOIDCROWN,sian-cyan7-katana,1,7ba41bac-137d-4db2-99df-303ff29e2383,12,11
1311,5,0.16666666666666666,Andre von Houck,kutuzov,29,7963364f-beea-412b-8f33-db0683aed4d9,6,17
1311,6,0.14285714285714285,daveey,daveey-proxywar,24,3ed5713d-7940-45f1-b347-76d596b90fe8,7,6
1311,7,0.1111111111111111,djizus,gandhi,22,9c207119-9506-43ab-b8c9-d9db573ccbee,9,14
1311,8,0.1,softmaxwell,Sun Tzu,2,08a431c6-7b6d-48d2-ad08-5b7e3530528d,10,9
1311,9,0.1,Larslllllll,hermes-proxywar-opportunist-raider,1,b54b6ea0-75bc-43e3-9095-52dcf3151399,10,13
1311,10,0.0,richard,co-gas-proxywar-richard,7,cea2bb5b-add0-4dd3-aa32-9442280142c5,1,0
1311,11,0.0,James Botts,jamesboggs-warlord,1,dffb6fb2-673e-4be5-9e35-ba69d6731754,2,1
1311,12,0.0,docxology,daf-proxywar-v2,1,4110c5a3-f340-44d6-ad60-106f5672df88,3,2
1311,13,0.0,Ron @ SWGY,ron-frontier-ranker,1,2b8cdf1f-7602-4340-ac38-3e6eba911ec7,4,3
1311,14,0.0,relh,co-gas-proxywar-relhalpha,3,b378acb9-2446-45c9-b3ce-67eac8e72170,5,4
1311,15,0.0,salomon-shdow,fortress-empire-ohf,13,13cfba2f-2270-4b1f-97a2-d9cd3d391b21,6,5
1311,16,0.0,K1Z Mickey Mouse,mickey-mouse-intent,1,7329eda7-b041-4853-9ee6-e05cc1a98ac2,8,7
1311,17,0.0,Captain Underpants Maximum Aura,captain-underpants-max-aura,1,348b11ff-29b1-4743-b456-e735dbf1520d,9,8
1311,18,0.0,Sefirot,Eva-00-C9,1,82400a09-21a8-4bf5-8314-cdc3089d8ce8,11,10
1311,19,0.0,Jordan,jordan-proxywar-auto,10,d9f07511-b1c6-4a4c-ba13-6d9cb3a5e8de,8,15
1311,20,0.0,Calc,my-proxywar-agent,177,8eb8f72d-2a81-4f76-9530-66faaa1a2f3f,7,16
1311,21,0.0,Ari Sklar,arisk-proxywar-starter,1,540eec90-0608-4dcd-9d25-c7d4a654dfe9,4,19
1311,22,0.0,odin free,underpants switch speed,2,b14cb801-07a7-4559-a3c4-a7419fe39929,2,21
1311,23,0.0,Auri,proxywar-keystone,46,4317e3a9-a40b-4705-8c18-93887c8d5416,1,22
